2016|03|04	00:00:10|00	1457017210|00	37.547314110000	126.928983400000
2016|03|04	00:00:50|00	1457017250|00	37.547314690000	126.928986400000
2016|03|04	00:01:30|00	1457017290|00	37.547315360000	126.928988800000
2016|03|04	00:02:10|00	1457017330|00	37.547306140000	126.928982400000
2016|03|04	00:02:43|00	1457017363|00	37.547260380000	126.928989200000
2016|03|04	00:02:44|00	1457017364|00	37.547235740000	126.928999900000
2016|03|04	00:02:45|00	1457017365|00	37.547219060000	126.929008600000
2016|03|04	00:02:46|00	1457017366|00	37.547205640000	126.929019900000
2016|03|04	00:02:47|00	1457017367|00	37.547197510000	126.929028600000
2016|03|04	00:02:48|00	1457017368|00	37.547188290000	126.929037700000
2016|03|04	00:02:49|00	1457017369|00	37.547184190000	126.929043300000
2016|03|04	00:02:50|00	1457017370|00	37.547182760000	126.929045100000
2016|03|04	00:02:51|00	1457017371|00	37.547183520000	126.929042800000
2016|03|04	00:02:52|00	1457017372|00	37.547186110000	126.929041900000
2016|03|04	00:02:53|00	1457017373|00	37.547187290000	126.929040400000
2016|03|04	00:03:09|00	1457017389|00	37.547198690000	126.929028800000
2016|03|04	00:03:10|00	1457017390|00	37.547211010000	126.929016700000
2016|03|04	00:03:11|00	1457017391|00	37.547220400000	126.929007700000
2016|03|04	00:03:12|00	1457017392|00	37.547229370000	126.928999300000
2016|03|04	00:03:13|00	1457017393|00	37.547238750000	126.928989000000
2016|03|04	00:03:14|00	1457017394|00	37.547246050000	126.928979600000
2016|03|04	00:03:15|00	1457017395|00	37.547255940000	126.928967700000
2016|03|04	00:03:16|00	1457017396|00	37.547263650000	126.928958900000
2016|03|04	00:03:17|00	1457017397|00	37.547268170000	126.928952200000
2016|03|04	00:03:18|00	1457017398|00	37.547269260000	126.928950000000
2016|03|04	00:03:19|00	1457017399|00	37.547267340000	126.928951000000
2016|03|04	00:03:20|00	1457017400|00	37.547264150000	126.928951200000
2016|03|04	00:03:27|00	1457017407|00	37.547260710000	126.928961900000
2016|03|04	00:03:28|00	1457017408|00	37.547255770000	126.928975800000
2016|03|04	00:03:29|00	1457017409|00	37.547250570000	126.928985700000
2016|03|04	00:03:30|00	1457017410|00	37.547244700000	126.928994500000
2016|03|04	00:03:31|00	1457017411|00	37.547241020000	126.929000800000
2016|03|04	00:03:32|00	1457017412|00	37.547238080000	126.929005900000
2016|03|04	00:03:33|00	1457017413|00	37.547234230000	126.929009500000
2016|03|04	00:03:34|00	1457017414|00	37.547231290000	126.929010100000
2016|03|04	00:03:39|00	1457017419|00	37.547230540000	126.929013800000
2016|03|04	00:03:41|00	1457017421|00	37.547230040000	126.929018900000
2016|03|04	00:03:50|00	1457017430|00	37.547231210000	126.929021100000
2016|03|04	00:03:51|00	1457017431|00	37.547234650000	126.929022600000
2016|03|04	00:04:15|00	1457017455|00	37.547236740000	126.929022100000
2016|03|04	00:04:16|00	1457017456|00	37.547228860000	126.929031400000
2016|03|04	00:04:19|00	1457017459|00	37.547220560000	126.929035400000
2016|03|04	00:04:20|00	1457017460|00	37.547224420000	126.929035800000
2016|03|04	00:04:21|00	1457017461|00	37.547228780000	126.929036400000
2016|03|04	00:04:22|00	1457017462|00	37.547233810000	126.929037100000
2016|03|04	00:04:23|00	1457017463|00	37.547239260000	126.929037500000
2016|03|04	00:04:24|00	1457017464|00	37.547244700000	126.929037100000
2016|03|04	00:04:25|00	1457017465|00	37.547249150000	126.929036400000
