2016|03|11	10:17:02|00	1457659022|00	37.547263060000	126.929171300000
2016|03|11	10:17:03|00	1457659023|00	37.547274040000	126.929160900000
2016|03|11	10:17:04|00	1457659024|00	37.547283010000	126.929150500000
2016|03|11	10:17:16|00	1457659036|00	37.547280660000	126.929153100000
2016|03|11	10:17:17|00	1457659037|00	37.547276720000	126.929155700000
2016|03|11	10:17:18|00	1457659038|00	37.547270520000	126.929158700000
2016|03|11	10:17:19|00	1457659039|00	37.547263310000	126.929162000000
2016|03|11	10:17:36|00	1457659056|00	37.547182680000	126.929119800000
2016|03|11	10:17:40|00	1457659060|00	37.547182680000	126.929116800000
2016|03|11	10:17:41|00	1457659061|00	37.547183010000	126.929112200000
2016|03|11	10:17:42|00	1457659062|00	37.547184440000	126.929104500000
2016|03|11	10:17:43|00	1457659063|00	37.547184860000	126.929097300000
2016|03|11	10:17:44|00	1457659064|00	37.547187540000	126.929089800000
2016|03|11	10:17:45|00	1457659065|00	37.547191310000	126.929081600000
2016|03|11	10:17:46|00	1457659066|00	37.547194410000	126.929073700000
2016|03|11	10:17:47|00	1457659067|00	37.547197010000	126.929066100000
2016|03|11	10:17:48|00	1457659068|00	37.547200530000	126.929058700000
2016|03|11	10:17:49|00	1457659069|00	37.547203720000	126.929051200000
2016|03|11	10:17:50|00	1457659070|00	37.547207070000	126.929045600000
2016|03|11	10:18:04|00	1457659084|00	37.547212430000	126.929049200000
2016|03|11	10:18:09|00	1457659089|00	37.547240350000	126.929064400000
2016|03|11	10:18:10|00	1457659090|00	37.547253340000	126.929064200000
2016|03|11	10:18:11|00	1457659091|00	37.547267250000	126.929065400000
2016|03|11	10:18:12|00	1457659092|00	37.547274120000	126.929064000000
2016|03|11	10:18:13|00	1457659093|00	37.547281250000	126.929068200000
2016|03|11	10:18:14|00	1457659094|00	37.547290640000	126.929069300000
2016|03|11	10:18:15|00	1457659095|00	37.547290130000	126.929082700000
2016|03|11	10:18:16|00	1457659096|00	37.547285610000	126.929096300000
2016|03|11	10:18:17|00	1457659097|00	37.547277810000	126.929107900000
2016|03|11	10:18:18|00	1457659098|00	37.547268010000	126.929117700000
2016|03|11	10:18:19|00	1457659099|00	37.547262890000	126.929125000000
2016|03|11	10:18:26|00	1457659106|00	37.547262560000	126.929130300000
2016|03|11	10:18:31|00	1457659111|00	37.547258790000	126.929132500000
2016|03|11	10:18:32|00	1457659112|00	37.547255180000	126.929135900000
2016|03|11	10:18:33|00	1457659113|00	37.547252750000	126.929139600000
2016|03|11	10:18:34|00	1457659114|00	37.547250240000	126.929141800000
2016|03|11	10:18:38|00	1457659118|00	37.547250740000	126.929144800000
2016|03|11	10:18:41|00	1457659121|00	37.547250910000	126.929148900000
2016|03|11	10:18:42|00	1457659122|00	37.547251330000	126.929154200000
2016|03|11	10:18:43|00	1457659123|00	37.547251160000	126.929161400000
2016|03|11	10:18:44|00	1457659124|00	37.547252330000	126.929169700000
2016|03|11	10:18:45|00	1457659125|00	37.547253420000	126.929177500000
2016|03|11	10:18:46|00	1457659126|00	37.547253000000	126.929183700000
2016|03|11	10:18:48|00	1457659128|00	37.547251910000	126.929188400000
2016|03|11	10:18:49|00	1457659129|00	37.547250570000	126.929193300000
2016|03|11	10:18:50|00	1457659130|00	37.547250240000	126.929198500000
2016|03|11	10:18:51|00	1457659131|00	37.547250820000	126.929204000000
2016|03|11	10:18:52|00	1457659132|00	37.547252920000	126.929206300000
2016|03|11	10:18:53|00	1457659133|00	37.547256350000	126.929206200000
2016|03|11	10:19:00|00	1457659140|00	37.547257360000	126.929193900000
2016|03|11	10:19:02|00	1457659142|00	37.547270770000	126.929149300000
2016|03|11	10:19:07|00	1457659147|00	37.547292820000	126.929121700000
2016|03|11	10:19:08|00	1457659148|00	37.547297090000	126.929115400000
2016|03|11	10:19:10|00	1457659150|00	37.547291810000	126.929113900000
2016|03|11	10:19:11|00	1457659151|00	37.547286610000	126.929115600000
2016|03|11	10:19:12|00	1457659152|00	37.547286190000	126.929122700000
2016|03|11	10:19:16|00	1457659156|00	37.547294910000	126.929140100000
2016|03|11	10:19:17|00	1457659157|00	37.547297930000	126.929142200000
2016|03|11	10:19:18|00	1457659158|00	37.547300780000	126.929144800000
2016|03|11	10:19:19|00	1457659159|00	37.547303290000	126.929147600000
2016|03|11	10:19:20|00	1457659160|00	37.547305390000	126.929150900000
2016|03|11	10:19:21|00	1457659161|00	37.547306060000	126.929153600000
2016|03|11	10:19:29|00	1457659169|00	37.547307740000	126.929152500000
2016|03|11	10:19:30|00	1457659170|00	37.547299190000	126.929155100000
2016|03|11	10:19:31|00	1457659171|00	37.547292820000	126.929154700000
2016|03|11	10:19:32|00	1457659172|00	37.547289880000	126.929152600000
2016|03|11	10:19:33|00	1457659173|00	37.547286700000	126.929149800000
2016|03|11	10:19:34|00	1457659174|00	37.547275130000	126.929138900000
2016|03|11	10:19:35|00	1457659175|00	37.547268420000	126.929132000000
2016|03|11	10:19:36|00	1457659176|00	37.547270270000	126.929131900000
2016|03|11	10:19:37|00	1457659177|00	37.547267080000	126.929130300000
