2016|03|09	09:53:55|00	1457484835|00	37.547881640000	126.929226200000
2016|03|09	09:53:56|00	1457484836|00	37.547879130000	126.929221100000
2016|03|09	09:53:57|00	1457484837|00	37.547866050000	126.929241100000
2016|03|09	09:53:58|00	1457484838|00	37.547860940000	126.929258000000
2016|03|09	09:53:59|00	1457484839|00	37.547851050000	126.929251800000
2016|03|09	09:54:00|00	1457484840|00	37.547843590000	126.929240300000
2016|03|09	09:54:01|00	1457484841|00	37.547840490000	126.929233700000
2016|03|09	09:54:02|00	1457484842|00	37.547842000000	126.929227300000
2016|03|09	09:54:03|00	1457484843|00	37.547835630000	126.929215700000
2016|03|09	09:54:04|00	1457484844|00	37.547828670000	126.929201600000
2016|03|09	09:54:05|00	1457484845|00	37.547820040000	126.929186400000
2016|03|09	09:54:06|00	1457484846|00	37.547816770000	126.929185200000
2016|03|09	09:54:07|00	1457484847|00	37.547812910000	126.929168000000
2016|03|09	09:54:08|00	1457484848|00	37.547809480000	126.929134600000
2016|03|09	09:54:09|00	1457484849|00	37.547807210000	126.929130800000
2016|03|09	09:54:10|00	1457484850|00	37.547808470000	126.929119100000
2016|03|09	09:54:11|00	1457484851|00	37.547809310000	126.929105200000
2016|03|09	09:54:12|00	1457484852|00	37.547810900000	126.929083000000
2016|03|09	09:54:13|00	1457484853|00	37.547809980000	126.929067900000
2016|03|09	09:54:14|00	1457484854|00	37.547808550000	126.929049300000
2016|03|09	09:54:15|00	1457484855|00	37.547809310000	126.929041300000
2016|03|09	09:54:16|00	1457484856|00	37.547813840000	126.929027100000
2016|03|09	09:54:17|00	1457484857|00	37.547813420000	126.929015500000
2016|03|09	09:54:18|00	1457484858|00	37.547805370000	126.928995200000
2016|03|09	09:54:19|00	1457484859|00	37.547801350000	126.928977700000
2016|03|09	09:54:20|00	1457484860|00	37.547804700000	126.928966200000
2016|03|09	09:54:21|00	1457484861|00	37.547800090000	126.928954000000
2016|03|09	09:54:22|00	1457484862|00	37.547763040000	126.928924200000
2016|03|09	09:54:23|00	1457484863|00	37.547748370000	126.928905900000
2016|03|09	09:54:24|00	1457484864|00	37.547736640000	126.928886100000
2016|03|09	09:54:25|00	1457484865|00	37.547725660000	126.928874000000
2016|03|09	09:54:26|00	1457484866|00	37.547709060000	126.928854600000
2016|03|09	09:54:27|00	1457484867|00	37.547696240000	126.928833600000
2016|03|09	09:54:28|00	1457484868|00	37.547694230000	126.928814600000
2016|03|09	09:54:29|00	1457484869|00	37.547689360000	126.928793300000
2016|03|09	09:54:30|00	1457484870|00	37.547682320000	126.928776200000
2016|03|09	09:54:31|00	1457484871|00	37.547678050000	126.928767400000
2016|03|09	09:54:32|00	1457484872|00	37.547679720000	126.928747500000
2016|03|09	09:54:33|00	1457484873|00	37.547680810000	126.928724700000
2016|03|09	09:54:34|00	1457484874|00	37.547684750000	126.928704400000
2016|03|09	09:54:35|00	1457484875|00	37.547687100000	126.928688200000
2016|03|09	09:54:36|00	1457484876|00	37.547678550000	126.928665800000
2016|03|09	09:54:37|00	1457484877|00	37.547672180000	126.928648000000
2016|03|09	09:54:38|00	1457484878|00	37.547652990000	126.928619600000
2016|03|09	09:54:39|00	1457484879|00	37.547642930000	126.928598400000
2016|03|09	09:54:40|00	1457484880|00	37.547619290000	126.928570900000
2016|03|09	09:54:41|00	1457484881|00	37.547582330000	126.928538900000
2016|03|09	09:54:42|00	1457484882|00	37.547554580000	126.928514400000
2016|03|09	09:54:43|00	1457484883|00	37.547552320000	126.928502600000
2016|03|09	09:54:44|00	1457484884|00	37.547549390000	126.928499200000
2016|03|09	09:54:45|00	1457484885|00	37.547548130000	126.928490100000
2016|03|09	09:54:46|00	1457484886|00	37.547552740000	126.928475200000
2016|03|09	09:54:47|00	1457484887|00	37.547554500000	126.928470100000
2016|03|09	09:54:48|00	1457484888|00	37.547557270000	126.928460400000
2016|03|09	09:54:49|00	1457484889|00	37.547559190000	126.928441500000
2016|03|09	09:54:50|00	1457484890|00	37.547558690000	126.928424700000
2016|03|09	09:54:51|00	1457484891|00	37.547558860000	126.928408700000
2016|03|09	09:54:52|00	1457484892|00	37.547560870000	126.928396300000
2016|03|09	09:54:53|00	1457484893|00	37.547562210000	126.928390100000
2016|03|09	09:54:54|00	1457484894|00	37.547563220000	126.928377500000
2016|03|09	09:54:55|00	1457484895|00	37.547571350000	126.928343800000
2016|03|09	09:54:56|00	1457484896|00	37.547577130000	126.928318000000
2016|03|09	09:54:57|00	1457484897|00	37.547584840000	126.928290200000
2016|03|09	09:54:58|00	1457484898|00	37.547597750000	126.928266300000
2016|03|09	09:54:59|00	1457484899|00	37.547605960000	126.928244600000
2016|03|09	09:55:00|00	1457484900|00	37.547614680000	126.928218200000
2016|03|09	09:55:01|00	1457484901|00	37.547622730000	126.928207700000
2016|03|09	09:55:02|00	1457484902|00	37.547630270000	126.928193400000
2016|03|09	09:55:03|00	1457484903|00	37.547636810000	126.928182800000
2016|03|09	09:55:04|00	1457484904|00	37.547643850000	126.928160400000
2016|03|09	09:55:05|00	1457484905|00	37.547647120000	126.928140300000
2016|03|09	09:55:06|00	1457484906|00	37.547653660000	126.928130000000
2016|03|09	09:55:07|00	1457484907|00	37.547659360000	126.928115600000
2016|03|09	09:55:08|00	1457484908|00	37.547663130000	126.928102300000
2016|03|09	09:55:09|00	1457484909|00	37.547668240000	126.928088300000
2016|03|09	09:55:10|00	1457484910|00	37.547671590000	126.928064000000
2016|03|09	09:55:11|00	1457484911|00	37.547676290000	126.928057400000
2016|03|09	09:55:12|00	1457484912|00	37.547673350000	126.928030100000
2016|03|09	09:55:13|00	1457484913|00	37.547672010000	126.928007300000
2016|03|09	09:55:14|00	1457484914|00	37.547672680000	126.927998000000
2016|03|09	09:55:15|00	1457484915|00	37.547673860000	126.927984000000
